geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,strand,left,right,GeneName,name,location,,
ENSG00000179546,8.751,-0.563,0.215,-2.624,0.009,0.037,1,-,23516992,23520755,HTR1D,"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5289]",1:23516992-23520755,,
ENSG00000215381,16.333,-0.025,0.177,-0.14,0.889,0.952,1,+,23571257,23571717,RP5-1057J7.1,,1:23571257-23571717,,
ENSG00000261326,67.719,-0.256,0.134,-1.91,0.056,0.169,1,-,23607801,23613245,LINC01355,long intergenic non-protein coding RNA 1355 [Source:HGNC Symbol,Acc:HGNC:50584],1:23607801-23613245,
ENSG00000125944,1712.034,0.122,0.044,2.778,0.005,0.025,1,-,23630263,23633125,HNRNPR,heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol,Acc:HGNC:5047],1:23630263-23633125,
ENSG00000125945,149.268,-0.007,0.074,-0.096,0.923,0.968,1,-,23685940,23695935,ZNF436,zinc finger protein 436 [Source:HGNC Symbol,Acc:HGNC:20814],1:23685940-23695935,
ENSG00000249087,21.722,0.032,0.169,0.19,0.849,0.935,1,+,23695489,23698276,ZNF436-AS1,ZNF436 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:25122],1:23695489-23698276,
ENSG00000271420,5.21,0.031,0.251,0.122,0.903,0.958,1,-,23704872,23705522,RP5-1057J7.7,,1:23704872-23705522,,
ENSG00000204219,421.471,-0.051,0.052,-0.992,0.321,0.562,1,-,23707553,23751233,TCEA3,"transcription elongation factor A (SII), 3 [Source:HGNC Symbol;Acc:HGNC:11615]",1:23707553-23751233,,
ENSG00000088280,1190.68,0.462,0.042,11.071,0,0,1,-,23755055,23763170,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]",1:23755055-23763170,,
ENSG00000007968,201.027,-0.239,0.061,-3.929,0,0.001,1,-,23832921,23857712,E2F2,E2F transcription factor 2 [Source:HGNC Symbol,Acc:HGNC:3114],1:23832921-23857712,
ENSG00000235052,8.543,0.016,0.218,0.073,0.942,0.977,1,-,23875629,23877406,RP1-150O5.3,,1:23875629-23877406,,
ENSG00000117318,422.709,-0.502,0.077,-6.514,0,0,1,-,23884408,23886285,ID3,"inhibitor of DNA binding 3, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5362]",1:23884408-23886285,,
ENSG00000197880,5.419,0.093,0.246,0.376,0.707,0.857,1,+,23907984,23967058,MDS2,myelodysplastic syndrome 2 translocation associated [Source:HGNC Symbol,Acc:HGNC:29633],1:23907984-23967058,
ENSG00000142676,4262.599,-0.021,0.08,-0.266,0.79,0.903,1,+,24018268,24022915,RPL11,ribosomal protein L11 [Source:HGNC Symbol,Acc:HGNC:10301],1:24018268-24022915,
ENSG00000203589,27.633,-0.014,0.141,-0.103,0.918,0.965,1,-,24032290,24033424,NA,NA,1:24032290-24033424,,
ENSG00000011007,812.704,0.841,0.046,18.137,0,0,1,+,24069644,24088549,TCEB3,"transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:HGNC:11620]",1:24069644-24088549,,
ENSG00000236810,111.038,0.775,0.086,9.029,0,0,1,-,24086871,24104777,TCEB3-AS1,TCEB3 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:50582],1:24086871-24104777,
ENSG00000057757,315.95,-0.098,0.052,-1.894,0.058,0.174,1,+,24104894,24114722,PITHD1,PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1 [Source:HGNC Symbol,Acc:HGNC:25022],1:24104894-24114722,
ENSG00000011009,556.639,-0.065,0.072,-0.902,0.367,0.607,1,+,24117459,24122029,LYPLA2,lysophospholipase II [Source:HGNC Symbol,Acc:HGNC:6738],1:24117459-24122029,
ENSG00000117308,335.374,-0.225,0.071,-3.155,0.002,0.008,1,-,24122088,24127271,GALE,UDP-galactose-4-epimerase [Source:HGNC Symbol,Acc:HGNC:4116],1:24122088-24127271,
ENSG00000117305,294.174,-0.09,0.084,-1.072,0.284,0.522,1,-,24128374,24151949,HMGCL,3-hydroxymethyl-3-methylglutaryl-CoA lyase [Source:HGNC Symbol,Acc:HGNC:5005],1:24128374-24151949,
ENSG00000179163,204.187,0.172,0.065,2.663,0.008,0.033,1,-,24171566,24194784,FUCA1,"fucosidase, alpha-L- 1, tissue [Source:HGNC Symbol;Acc:HGNC:4006]",1:24171566-24194784,,
ENSG00000188822,28.923,-0.006,0.139,-0.045,0.964,0.985,1,-,24197015,24239852,CNR2,cannabinoid receptor 2 [Source:HGNC Symbol,Acc:HGNC:2160],1:24197015-24239852,
ENSG00000264347,3.595,0.152,0.256,0.593,0.553,0.758,1,-,24208283,24208575,NA,NA,1:24208283-24208575,,
ENSG00000229106,35.98,-0.175,0.135,-1.296,0.195,0.411,1,-,24227960,24229227,BTBD6P1,BTB (POZ) domain containing 6 pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:51542],1:24227960-24229227,
ENSG00000230228,31.474,0.054,0.141,0.385,0.7,0.853,1,-,24275505,24275873,RP11-4M23.4,,1:24275505-24275873,,
ENSG00000189266,332.913,-0.399,0.065,-6.161,0,0,1,+,24285598,24287955,PNRC2,proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol,Acc:HGNC:23158],1:24285598-24287955,
ENSG00000188529,837.47,-0.116,0.064,-1.811,0.07,0.2,1,-,24291293,24306821,SRSF10,serine/arginine-rich splicing factor 10 [Source:HGNC Symbol,Acc:HGNC:16713],1:24291293-24306821,
ENSG00000225315,0.475,-0.363,0.196,-1.849,0.064,NA,1,+,24367324,24413289,RP11-293P20.2,,1:24367324-24413289,,
ENSG00000142661,5.584,0.034,0.247,0.136,0.892,0.953,1,-,24382524,24393069,MYOM3,myomesin 3 [Source:HGNC Symbol,Acc:HGNC:26679],1:24382524-24393069,
ENSG00000230703,0.725,-0.293,0.229,-1.278,0.201,NA,1,+,24393263,24410055,RP11-293P20.4,,1:24393263-24410055,,
ENSG00000142677,12.004,0.097,0.197,0.492,0.623,0.805,1,-,24446260,24469611,IL22RA1,interleukin 22 receptor subunit alpha 1 [Source:HGNC Symbol,Acc:HGNC:13700],1:24446260-24469611,
ENSG00000185436,67.941,-0.128,0.104,-1.225,0.221,0.445,1,-,24480646,24513751,IFNLR1,"interferon, lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]",1:24480646-24513751,,
ENSG00000230023,0.925,-0.149,0.239,-0.622,0.534,NA,1,+,24526729,24538183,RP11-10N16.2,,1:24526729-24538183,,
ENSG00000232298,0.226,-0.044,0.076,-0.58,0.562,NA,1,-,24634045,24648391,RP11-10N16.3,,1:24634045-24648391,,
ENSG00000158055,70.313,-1.782,0.123,-14.481,0,0,1,+,24645811,24681808,GRHL3,grainyhead-like transcription factor 3 [Source:HGNC Symbol,Acc:HGNC:25839],1:24645811-24681808,
ENSG00000001460,183.071,0.526,0.074,7.093,0,0,1,-,24683488,24741587,STPG1,sperm-tail PG-rich repeat containing 1 [Source:HGNC Symbol,Acc:HGNC:28070],1:24683488-24741587,
ENSG00000001461,1882.545,1.084,0.055,19.805,0,0,1,+,24742283,24795797,NIPAL3,NIPA-like domain containing 3 [Source:HGNC Symbol,Acc:HGNC:25233],1:24742283-24795797,
ENSG00000117602,234.181,-0.48,0.068,-7.039,0,0,1,+,24829386,24867530,RCAN3,RCAN family member 3 [Source:HGNC Symbol,Acc:HGNC:3042],1:24829386-24867530,
ENSG00000266551,3.484,-0.206,0.262,-0.787,0.431,0.665,1,-,24855944,24856204,NA,NA,1:24855944-24856204,,
ENSG00000264443,26.369,-0.734,0.148,-4.96,0,0,1,-,24865291,24882515,RP4-594I10.3,,1:24865291-24882515,,
ENSG00000184454,23.697,-0.389,0.165,-2.361,0.018,0.068,1,+,24882601,24935816,NCMAP,non-compact myelin associated protein [Source:HGNC Symbol,Acc:HGNC:29332],1:24882601-24935816,
ENSG00000133226,1127.997,0.219,0.048,4.565,0,0,1,+,24958206,24962368,SRRM1,serine/arginine repetitive matrix 1 [Source:HGNC Symbol,Acc:HGNC:16638],1:24958206-24962368,
ENSG00000169504,1479.151,0.366,0.07,5.248,0,0,1,+,25071847,25170815,CLIC4,chloride intracellular channel 4 [Source:HGNC Symbol,Acc:HGNC:13518],1:25071847-25170815,
ENSG00000117614,263.014,-0.091,0.062,-1.453,0.146,0.338,1,-,25549169,25558984,SYF2,SYF2 pre-mRNA-splicing factor [Source:HGNC Symbol,Acc:HGNC:19824],1:25549169-25558984,
ENSG00000117616,469.085,-0.339,0.095,-3.568,0,0.002,1,-,25568727,25574010,RSRP1,arginine/serine-rich protein 1 [Source:HGNC Symbol,Acc:HGNC:25234],1:25568727-25574010,
ENSG00000272432,0.849,-0.165,0.237,-0.694,0.487,NA,1,+,25574327,25574812,RP3-465N24.6,,1:25574327-25574812,,
ENSG00000261349,2.111,-0.443,0.266,-1.667,0.095,0.25,1,-,25592592,25593627,RP3-465N24.5,,1:25592592-25593627,,
ENSG00000187010,12.373,-0.136,0.2,-0.68,0.497,0.717,1,+,25598883,25633433,RHD,"Rh blood group, D antigen [Source:HGNC Symbol;Acc:HGNC:10009]",1:25598883-25633433,,
ENSG00000224183,38.159,0.068,0.13,0.528,0.598,0.789,1,-,25620654,25621134,SDHDP6,"succinate dehydrogenase complex subunit D, integral membrane protein pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:10689]",1:25620654-25621134,,
ENSG00000183726,429.487,0.027,0.056,0.474,0.636,0.813,1,+,25664407,25688852,TMEM50A,transmembrane protein 50A [Source:HGNC Symbol,Acc:HGNC:30590],1:25664407-25688852,
ENSG00000188672,3.187,0.011,0.263,0.042,0.966,0.986,1,-,25688739,25747336,RHCE,"Rh blood group, CcEe antigens [Source:HGNC Symbol;Acc:HGNC:10008]",1:25688739-25747336,,
ENSG00000238084,52.803,-0.029,0.116,-0.247,0.805,0.913,1,+,25725202,25725771,RP3-469D22.1,,1:25725202-25725771,,
ENSG00000204178,218.04,-0.067,0.058,-1.144,0.253,0.485,1,+,25757387,25826700,TMEM57,transmembrane protein 57 [Source:HGNC Symbol,Acc:HGNC:25572],1:25757387-25826700,
ENSG00000157978,393.712,0.289,0.055,5.278,0,0,1,+,25870070,25895377,LDLRAP1,low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol,Acc:HGNC:18640],1:25870070-25895377,
ENSG00000117643,96.176,0.376,0.088,4.261,0,0,1,+,25943958,26112698,MAN1C1,"mannosidase, alpha, class 1C, member 1 [Source:HGNC Symbol;Acc:HGNC:19080]",1:25943958-26112698,,
ENSG00000233478,3.955,-0.22,0.257,-0.854,0.393,0.632,1,-,25971034,25985602,RP1-187B23.1,,1:25971034-25985602,,
ENSG00000162430,880.34,0.172,0.041,4.215,0,0,1,+,26126666,26144713,SEPN1,"selenoprotein N, 1 [Source:HGNC Symbol;Acc:HGNC:15999]",1:26126666-26144713,,
ENSG00000228172,106.498,0.143,0.095,1.512,0.131,0.312,1,-,26143239,26146263,RP1-317E23.3,,1:26143239-26146263,,
ENSG00000117640,426.432,0.381,0.053,7.139,0,0,1,+,26145130,26156005,MTFR1L,mitochondrial fission regulator 1-like [Source:HGNC Symbol,Acc:HGNC:28836],1:26145130-26156005,
ENSG00000223474,43.495,0.364,0.125,2.904,0.004,0.017,1,-,26145211,26147288,NA,NA,1:26145211-26147288,,
ENSG00000272478,0.572,0.065,0.204,0.319,0.749,NA,1,-,26158403,26158625,RP1-317E23.7,,1:26158403-26158625,,
ENSG00000127423,78.834,-0.107,0.094,-1.136,0.256,0.489,1,-,26158413,26185903,AUNIP,aurora kinase A and ninein interacting protein [Source:HGNC Symbol,Acc:HGNC:28363],1:26158413-26185903,
ENSG00000236528,24.7,-0.728,0.152,-4.779,0,0,1,+,26186103,26189911,RP1-125I3.2,,1:26186103-26189911,,
ENSG00000182749,111.6,-0.723,0.081,-8.867,0,0,1,-,26187700,26197744,PAQR7,progestin and adipoQ receptor family member VII [Source:HGNC Symbol,Acc:HGNC:23146],1:26187700-26197744,
ENSG00000117632,2334.704,-0.039,0.045,-0.86,0.39,0.629,1,-,26210671,26219098,STMN1,stathmin 1 [Source:HGNC Symbol,Acc:HGNC:6510],1:26210671-26219098,
ENSG00000158006,231.864,0.022,0.06,0.359,0.72,0.864,1,-,26286257,26324648,PAFAH2,platelet-activating factor acetylhydrolase 2 [Source:HGNC Symbol,Acc:HGNC:8579],1:26286257-26324648,
ENSG00000158008,18.835,-0.653,0.167,-3.904,0,0.001,1,+,26346374,26358038,EXTL1,exostosin-like glycosyltransferase 1 [Source:HGNC Symbol,Acc:HGNC:3515],1:26346374-26358038,
ENSG00000158014,9.014,0.088,0.217,0.404,0.686,0.844,1,-,26363742,26372604,SLC30A2,"solute carrier family 30 (zinc transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:11013]",1:26363742-26372604,,
ENSG00000265320,2.66,0.154,0.265,0.582,0.561,0.763,1,+,26398068,26398168,AL391650.1,,1:26398068-26398168,,
ENSG00000175087,94.88,-0.482,0.089,-5.437,0,0,1,+,26437663,26448615,PDIK1L,PDLIM1 interacting kinase 1 like [Source:HGNC Symbol,Acc:HGNC:18981],1:26437663-26448615,
ENSG00000142684,125.605,-0.087,0.096,-0.903,0.366,0.606,1,+,26496361,26498551,ZNF593,zinc finger protein 593 [Source:HGNC Symbol,Acc:HGNC:30943],1:26496361-26498551,
ENSG00000236782,122.229,0.013,0.107,0.123,0.902,0.957,1,-,26496437,26498156,RP11-96L14.7,,1:26496437-26498156,,
ENSG00000142675,323.831,-0.37,0.071,-5.237,0,0,1,+,26503893,26516377,CNKSR1,connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol,Acc:HGNC:19700],1:26503893-26516377,
ENSG00000188782,0.59,-0.164,0.215,-0.763,0.446,NA,1,+,26517051,26528094,CATSPER4,"cation channel, sperm associated 4 [Source:HGNC Symbol;Acc:HGNC:23220]",1:26517051-26528094,,
ENSG00000236155,9.609,0.029,0.217,0.131,0.895,0.954,1,+,26536231,26554331,RP11-231P20.2,,1:26536231-26554331,,
ENSG00000130695,337.207,-0.044,0.061,-0.726,0.468,0.695,1,+,26560690,26605297,CEP85,centrosomal protein 85kDa [Source:HGNC Symbol,Acc:HGNC:25309],1:26560690-26605297,
ENSG00000142669,340.281,-0.086,0.069,-1.249,0.212,0.433,1,+,26605666,26608007,SH3BGRL3,SH3 domain binding glutamate-rich protein like 3 [Source:HGNC Symbol,Acc:HGNC:15568],1:26605666-26608007,
ENSG00000158062,310.205,-0.045,0.086,-0.528,0.597,0.788,1,-,26607818,26633127,UBXN11,UBX domain protein 11 [Source:HGNC Symbol,Acc:HGNC:30600],1:26607818-26633127,
ENSG00000169442,0.534,0.301,0.19,1.59,0.112,NA,1,+,26644447,26647014,CD52,CD52 molecule [Source:HGNC Symbol,Acc:HGNC:1804],1:26644447-26647014,
ENSG00000176092,138.805,-0.299,0.09,-3.321,0.001,0.005,1,-,26648349,26670576,AIM1L,absent in melanoma 1-like [Source:HGNC Symbol,Acc:HGNC:17295],1:26648349-26670576,
ENSG00000225854,0.692,0.285,0.227,1.254,0.21,NA,1,+,26653178,26653524,RP11-569G9.7,,1:26653178-26653524,,
ENSG00000265143,3.529,0.019,0.259,0.074,0.941,0.977,1,-,26674955,26675210,NA,NA,1:26674955-26675210,,
ENSG00000176083,2.409,-0.314,0.266,-1.182,0.237,0.465,1,-,26688124,26699226,ZNF683,zinc finger protein 683 [Source:HGNC Symbol,Acc:HGNC:28495],1:26688124-26699226,
ENSG00000131914,178.332,-0.91,0.072,-12.718,0,0,1,+,26737268,26756213,LIN28A,lin-28 homolog A (C. elegans) [Source:HGNC Symbol,Acc:HGNC:15986],1:26737268-26756213,
ENSG00000117682,367.793,-0.07,0.054,-1.315,0.188,0.401,1,+,26758772,26797785,DHDDS,dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol,Acc:HGNC:20603],1:26758772-26797785,
ENSG00000223583,29.239,0.13,0.142,0.917,0.359,0.599,1,-,26781143,26781678,RP3-476K8.4,,1:26781143-26781678,,
ENSG00000225891,1.454,0.004,0.262,0.016,0.987,NA,1,-,26789246,26793773,RP3-476K8.3,,1:26789246-26793773,,
ENSG00000198830,3823.166,-0.091,0.044,-2.049,0.04,0.131,1,+,26798940,26800619,HMGN2,high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol,Acc:HGNC:4986],1:26798940-26800619,
ENSG00000117676,725.696,0.68,0.043,15.904,0,0,1,+,26856251,26873474,RPS6KA1,"ribosomal protein S6 kinase, 90kDa, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:10430]",1:26856251-26873474,,
ENSG00000260063,7.513,0.08,0.228,0.349,0.727,0.868,1,-,27018622,27020622,RP5-968P14.2,,1:27018622-27020622,,
ENSG00000117713,583.64,0.637,0.055,11.544,0,0,1,+,27022523,27108595,ARID1A,AT-rich interaction domain 1A [Source:HGNC Symbol,Acc:HGNC:11110],1:27022523-27108595,
ENSG00000266138,4.714,0.045,0.254,0.179,0.858,0.939,1,+,27090114,27090393,NA,NA,1:27090114-27090393,,
ENSG00000060642,191.04,-0.065,0.067,-0.964,0.335,0.576,1,+,27113962,27120741,PIGV,phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol,Acc:HGNC:26031],1:27113962-27120741,
ENSG00000204160,250.608,-0.223,0.066,-3.391,0.001,0.004,1,+,27153200,27184092,ZDHHC18,"zinc finger, DHHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:20712]",1:27153200-27184092,,
ENSG00000175793,637.257,-0.352,0.078,-4.49,0,0,1,+,27189632,27190947,SFN,stratifin [Source:HGNC Symbol,Acc:HGNC:10773],1:27189632-27190947,
ENSG00000226698,11.801,0.015,0.197,0.074,0.941,0.977,1,+,27202623,27204736,RP1-50O24.6,,1:27202623-27204736,,
ENSG00000142751,341.531,-0.106,0.055,-1.924,0.054,0.165,1,-,27202623,27216788,GPN2,GPN-loop GTPase 2 [Source:HGNC Symbol,Acc:HGNC:25513],1:27202623-27216788,
ENSG00000198746,155.524,0.044,0.075,0.582,0.56,0.763,1,-,27216978,27219939,GPATCH3,G-patch domain containing 3 [Source:HGNC Symbol,Acc:HGNC:25720],1:27216978-27219939,
ENSG00000090273,1002.545,-0.041,0.067,-0.611,0.541,0.75,1,+,27226728,27269267,NUDC,nudC nuclear distribution protein [Source:HGNC Symbol,Acc:HGNC:8045],1:27226728-27269267,
ENSG00000175707,274.177,0.865,0.069,12.488,0,0,1,-,27276052,27286897,KDF1,keratinocyte differentiation factor 1 [Source:HGNC Symbol,Acc:HGNC:26624],1:27276052-27286897,
ENSG00000172746,40.496,0.1,0.129,0.774,0.439,0.671,1,+,27306655,27307466,RPL12P13,ribosomal protein L12 pseudogene 13 [Source:HGNC Symbol,Acc:HGNC:51936],1:27306655-27307466,
ENSG00000225294,1.434,0.013,0.26,0.049,0.961,NA,1,-,27312387,27312831,OSTCP2,oligosaccharyltransferase complex subunit pseudogene 2 [Source:HGNC Symbol,Acc:HGNC:42864],1:27312387-27312831,
ENSG00000253368,110.717,1.74,0.11,15.833,0,0,1,+,27320197,27327389,TRNP1,TMF1-regulated nuclear protein 1 [Source:HGNC Symbol,Acc:HGNC:34348],1:27320197-27327389,
ENSG00000158246,1139.068,1.29,0.06,21.467,0,0,1,-,27331510,27339327,FAM46B,family with sequence similarity 46 member B [Source:HGNC Symbol,Acc:HGNC:28273],1:27331510-27339327,
ENSG00000090020,704.226,-0.247,0.054,-4.61,0,0,1,-,27425305,27430513,SLC9A1,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:HGNC:11071]",1:27425305-27430513,,
ENSG00000229985,0.916,0.113,0.239,0.471,0.637,NA,1,+,27503241,27503768,RP11-40H20.5,,1:27503241-27503768,,
ENSG00000214973,19.509,0.045,0.168,0.27,0.787,0.901,1,-,27527324,27527964,CHCHD3P3,coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 3 [Source:HGNC Symbol,Acc:HGNC:44699],1:27527324-27527964,
ENSG00000225159,282.155,0.03,0.061,0.486,0.627,0.807,1,+,27533420,27534287,NPM1P39,"nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:45218]",1:27533420-27534287,,
ENSG00000225990,0.691,0.284,0.223,1.276,0.202,NA,1,+,27537755,27537975,SNRPEP7,small nuclear ribonucleoprotein polypeptide E pseudogene 7 [Source:HGNC Symbol,Acc:HGNC:43572],1:27537755-27537975,
ENSG00000142784,685.821,-0.047,0.043,-1.103,0.27,0.506,1,+,27561006,27635110,WDTC1,WD and tetratricopeptide repeats 1 [Source:HGNC Symbol,Acc:HGNC:29175],1:27561006-27635110,
ENSG00000186501,438.954,-0.048,0.069,-0.701,0.483,0.707,1,+,27648650,27662891,TMEM222,transmembrane protein 222 [Source:HGNC Symbol,Acc:HGNC:25363],1:27648650-27662891,
ENSG00000241547,42.066,0.099,0.127,0.774,0.439,0.672,1,+,27651819,27652287,ACTG1P20,actin gamma 1 pseudogene 20 [Source:HGNC Symbol,Acc:HGNC:51500],1:27651819-27652287,
ENSG00000142765,734.717,-0.338,0.064,-5.28,0,0,1,+,27668512,27680421,SYTL1,synaptotagmin like 1 [Source:HGNC Symbol,Acc:HGNC:15584],1:27668512-27680421,
ENSG00000142733,259.895,0.362,0.072,5.01,0,0,1,-,27681674,27682962,MAP3K6,mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol,Acc:HGNC:6858],1:27681674-27682962,
ENSG00000142748,0.928,-0.358,0.238,-1.504,0.133,NA,1,-,27695602,27701315,FCN3,ficolin 3 [Source:HGNC Symbol,Acc:HGNC:3625],1:27695602-27701315,
ENSG00000174950,37.725,0.901,0.155,5.8,0,0,1,-,27705665,27709793,CD164L2,CD164 sialomucin-like 2 [Source:HGNC Symbol,Acc:HGNC:32043],1:27705665-27709793,
ENSG00000181773,4.442,1.409,0.256,5.501,0,0,1,+,27719147,27722318,GPR3,G protein-coupled receptor 3 [Source:HGNC Symbol,Acc:HGNC:4484],1:27719147-27722318,
ENSG00000158195,1034.492,0.003,0.042,0.075,0.94,0.976,1,-,27730729,27816669,WASF2,WAS protein family member 2 [Source:HGNC Symbol,Acc:HGNC:12733],1:27730729-27816669,
ENSG00000126705,432.708,0.512,0.064,8.03,0,0,1,-,27860545,27930102,AHDC1,AT-hook DNA binding motif containing 1 [Source:HGNC Symbol,Acc:HGNC:25230],1:27860545-27930102,
ENSG00000235912,36.798,-0.112,0.138,-0.812,0.417,0.652,1,+,27975929,27976121,RP1-159A19.3,,1:27975929-27976121,,
ENSG00000126709,124.098,-0.005,0.082,-0.062,0.95,0.98,1,-,27992571,27998729,IFI6,"interferon, alpha-inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]",1:27992571-27998729,,
ENSG00000225886,0.602,0.055,0.203,0.271,0.786,NA,1,+,27995978,27996787,RP11-288L9.4,,1:27995978-27996787,,
ENSG00000009780,98.433,-0.104,0.087,-1.197,0.231,0.458,1,+,28052489,28089633,FAM76A,family with sequence similarity 76 member A [Source:HGNC Symbol,Acc:HGNC:28530],1:28052489-28089633,
ENSG00000117758,287.7,0.301,0.065,4.621,0,0,1,+,28099693,28150963,STX12,syntaxin 12 [Source:HGNC Symbol,Acc:HGNC:11430],1:28099693-28150963,
ENSG00000270031,1.49,0.149,0.26,0.574,0.566,NA,1,+,28146493,28146852,RP3-426I6.6,,1:28146493-28146852,,
ENSG00000117751,382.774,-0.03,0.05,-0.595,0.552,0.757,1,+,28157288,28178187,PPP1R8,protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol,Acc:HGNC:9296],1:28157288-28178187,
ENSG00000268552,42.384,-0.087,0.119,-0.734,0.463,0.692,1,-,28177084,28177255,NA,NA,1:28177084-28177255,,
ENSG00000130775,6.495,-0.563,0.233,-2.414,0.016,0.061,1,+,28199054,28213196,THEMIS2,thymocyte selection associated family member 2 [Source:HGNC Symbol,Acc:HGNC:16839],1:28199054-28213196,
ENSG00000117748,353.309,-0.052,0.053,-0.966,0.334,0.574,1,-,28218034,28241254,RPA2,replication protein A2 [Source:HGNC Symbol,Acc:HGNC:10290],1:28218034-28241254,
ENSG00000130768,493.757,0.741,0.052,14.275,0,0,1,+,28261503,28285668,SMPDL3B,sphingomyelin phosphodiesterase acid-like 3B [Source:HGNC Symbol,Acc:HGNC:21416],1:28261503-28285668,
ENSG00000227050,105.246,0.694,0.103,6.767,0,0,1,-,28265385,28286704,RP11-460I13.2,,1:28265385-28286704,,
ENSG00000158156,70.412,0.4,0.1,4.015,0,0,1,+,28285972,28294607,XKR8,X-linked Kx blood group related 8 [Source:HGNC Symbol,Acc:HGNC:25508],1:28285972-28294607,
ENSG00000158161,241.565,0.151,0.064,2.367,0.018,0.067,1,-,28296854,28415207,EYA3,EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol,Acc:HGNC:3521],1:28296854-28415207,
ENSG00000228589,492.35,0.01,0.047,0.206,0.837,0.928,1,-,28421581,28422833,SPCS2P4,signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 4 [Source:HGNC Symbol,Acc:HGNC:45237],1:28421581-28422833,
ENSG00000214812,13.275,0.153,0.192,0.799,0.424,0.659,1,-,28446959,28447832,RP5-1053E7.3,,1:28446959-28447832,,
ENSG00000169403,16.433,-0.335,0.173,-1.939,0.052,0.161,1,-,28473676,28503699,PTAFR,platelet-activating factor receptor [Source:HGNC Symbol,Acc:HGNC:9582],1:28473676-28503699,
ENSG00000126698,786.029,0.087,0.046,1.89,0.059,0.175,1,-,28525966,28531861,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8 [Source:HGNC Symbol,Acc:HGNC:15470],1:28525966-28531861,
ENSG00000215902,0.955,-0.164,0.242,-0.677,0.498,NA,1,-,28527012,28527152,NA,NA,1:28527012-28527152,,
ENSG00000269804,123.077,0.102,0.09,1.133,0.257,0.491,1,+,28527069,28527419,NA,NA,1:28527069-28527419,,
ENSG00000130770,1317.826,-0.063,0.052,-1.217,0.223,0.448,1,+,28562619,28564616,ATPIF1,ATPase inhibitory factor 1 [Source:HGNC Symbol,Acc:HGNC:871],1:28562619-28564616,
ENSG00000270605,224.413,-0.263,0.103,-2.565,0.01,0.042,1,-,28566019,28567964,RP5-1092A3.4,,1:28566019-28567964,,
ENSG00000271398,0.92,-0.101,0.24,-0.422,0.673,NA,1,+,28573654,28574079,RP5-1092A3.5,,1:28573654-28574079,,
ENSG00000130766,419.521,0.117,0.061,1.918,0.055,0.167,1,+,28586037,28609002,SESN2,sestrin 2 [Source:HGNC Symbol,Acc:HGNC:20746],1:28586037-28609002,
ENSG00000130772,135.724,-0.059,0.082,-0.714,0.475,0.701,1,+,28655512,28661527,MED18,mediator complex subunit 18 [Source:HGNC Symbol,Acc:HGNC:25944],1:28655512-28661527,
ENSG00000204138,669.191,0.166,0.062,2.665,0.008,0.033,1,+,28696113,28826881,PHACTR4,phosphatase and actin regulator 4 [Source:HGNC Symbol,Acc:HGNC:25793],1:28696113-28826881,
ENSG00000229820,0.817,0.235,0.233,1.006,0.314,NA,1,+,28780051,28780445,RP1-308E4.1,,1:28780051-28780445,,
ENSG00000180198,596.21,-0.05,0.043,-1.161,0.246,0.476,1,+,28832454,28865708,RCC1,regulator of chromosome condensation 1 [Source:HGNC Symbol,Acc:HGNC:1913],1:28832454-28865708,
